primarySlug,restaurant_id,name,address,city,supportsDelivery,supportsPickup,paymentMethods,ratings,ratingsNumber,deliveryScoober,durationRangeMin,durationRangeMax,deliveryFee,minOrder,longitude,latitude
pitta-de-kroon,3ORO7R7N,Pitta de Kroon,Heilig hartlaan 58,Aalst,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.9,261,0,20,30,0.0,35.0,4.04096,50.949387
pizza-express-mere,N37O73O,Pizza Express Mere,Oudenaardsesteenweg 358 bus 3,Erpe-Mere,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.6,181,0,45,70,0.0,25.0,3.956706,50.9269069
you-you,O071O7R1,You You,Gentsesteenweg 120,Erpe-Mere,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.9,413,0,20,45,0.0,35.0,3.9847027,50.9434713
dominos-pizza-aalst-2,ON3057N1,Domino's Pizza,Statieplein 1,Aalst,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",4.0,313,0,20,30,0.0,60.0,4.0389596,50.942126
sapori-veri,OO071131,Sapori Veri,Kwalestraat 120,Aalst,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.6,394,0,20,45,0.0,30.0,4.0190965,50.9307691
nyb-new-york-burgers,OPNO5RN1,NYB New York Burgers,Oudenaardsesteenweg 362,Erpe-Mere,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.5,85,0,30,55,0.0,29.5,3.9562239,50.9265359
route-46-erpe-mere,R0Q3QOQN,Route 46,Oudenaardsesteenweg 402,Erpe-Mere,1,1,"['bancontact', 'paypal', 'creditcard']",4.5,29,0,15,40,1.9,25.0,3.9524026,50.925087
sushi-fuki,R33OPOQN,Sushi Fuki,Denderstraat 12,Aalst,0,1,"['bancontact', 'paypal', 'creditcard']",4.4,12,0,25,50,0.0,45.0,4.035519,50.943096
viki-food-court,O1QOP0QN,VIKI Food Court,Tiensesteenweg 9,Tielt,1,1,"['bancontact', 'paypal', 'creditcard']",3.5,23,0,20,30,4.0,15.0,4.877295,50.90621
kebabstore,OR31NNN1,Kebap Store,Basilieklaan 73,Scherpenheuvel-Zichem,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.9,836,0,20,45,0.0,35.0,4.9708248,50.9799202
pizza-punto-3370,001NR37N,Pizza Punto,Leuvensesteenweg 465A,Boutersem,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,235,0,35,60,0.0,30.0,4.8209022,50.8474702
pizzeria-1357,31PO00QN,Pizzeria 1357,Rue des Juifs 2,Helecine,1,1,"['bancontact', 'paypal', 'creditcard']",4.9,24,0,30,55,0.0,45.0,4.9867438,50.7537253
eetcafedevierslag,N333NO7,Eetcafé De Vierslag,Dorpsstraat 15,Halle-Booienhoven,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.8,531,0,40,65,4.0,29.5,5.1079068,50.8073043
pizza-hut-delivery-tienen,N7PNN7O,Pizza Hut Delivery,Diestsesteenweg 1,Tienen,1,0,"['bancontact', 'paypal', 'creditcard']",3.8,513,0,20,45,1.99,15.0,4.9353169,50.8134358
dominos-pizza-tienen,NR7RR3R,Domino's Pizza,Grote Markt 25,Tienen,1,0,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.3,403,0,30,55,0.0,12.0,4.9366282,50.8075459
pizza-desperado,O1QP01QN,Pizza Desperado,Leuvensesteenweg 316,Boutersem,1,1,"['bancontact', 'paypal', 'creditcard']",4.2,31,0,30,55,2.0,30.0,4.834623,50.841038
eethuis-musti,QQ0QR33,Eethuis Musti,Leuvenselaan 664,Kumtich (Tienen),1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.4,596,0,20,45,0.0,30.0,4.8914991,50.8221402
m84u,03O01O7N,M84U,Grote Steenweg 52,Dormaal,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.5,325,0,30,55,5.0,30.0,5.0969517,50.8068626
saray-tienen-1,0O1370N1,Saray,Sint-Truidensesteenweg 63,Tienen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.7,992,0,30,55,4.0,20.0,4.9563972,50.8006942
pizza-angelo-tienen-1,31R5PR7N,Pizza Angelo,Oplintersesteenweg 5,Tienen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.7,108,0,50,75,0.0,30.0,4.9431257,50.8126946
pasta-mamma-mia,351PN0QN,Pasta Mamma Mia,Leuvensestraat 53,Tienen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.8,45,0,45,70,3.0,20.0,4.9340347,50.8092535
nazar-kebap,N1O05Q7,Nazar Kebap,Nieuwstraat 5,Tienen,1,1,"['bancontact', 'paypal', 'creditcard']",3.1,1414,0,65,90,5.0,13.0,4.9383136,50.8071283
grill-metin,N5OQR77,Grill Metin,Nieuwstraat 35,Tienen,1,1,"['bancontact', 'paypal', 'creditcard']",3.7,371,0,40,65,0.0,40.0,4.9394094,50.8066648
pizza-napoli-bunsbeek-1,O10PR001,Pizza Napoli,Tiensesteenweg 66,Bunsbeek,1,1,"['bancontact', 'paypal', 'creditcard']",4.1,12,0,35,60,3.0,30.0,4.9459863,50.8418517
nazar-side-tienen,OOO1QRR,Nazar Side,Leuvensestraat 98,Tienen,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.3,1131,0,50,75,0.0,20.0,4.9320733,50.8096291
pizzeria-bella-vissenaken,OP507NN1,Pizzeria Bella,Aarschotsesteenweg 575,Vissenaken,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,499,0,35,60,0.0,20.0,4.9183471,50.8375087
maara-uno,OQ5QRQR,Maara Uno,Grote Steenweg 57,Neerlinter,1,1,"['bancontact', 'paypal', 'creditcard']",4.3,199,0,25,50,0.0,25.0,5.0213554,50.8396305
dominos-pizza-poperinge,3PR7P57N,Domino's Pizza,Bruggestraat 1,Poperinge,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,29,0,20,45,0.0,12.0,2.729452,50.8556098
pizza-forrientez,O1N1RP7,Pizza Forrientez,Paardenmarkt 12,Poperinge,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,13,0,40,65,0.0,30.0,2.7294853,50.8552225
pizza-milano-oostakker,R03305QN,Pizza Milano,Oostakkerdorp 22,Gent,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.5,59,0,20,45,0.0,9.95,3.7628303,51.1009135
pizzeria-vaillance,0000RO11,Pizzeria Vaillance,Place de la Vaillance 10,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.0,67,1,55,65,5.59,18.0,4.306626,50.8359183
al-hamidine,0001N711,Al Hamidine,Place Léon wielemans 11,Forest,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",4.0,279,0,40,65,0.0,50.0,4.3265343,50.824517
miss-waffle,00NP3R5N,Bonici pizza Burger,Drève Olympique 15,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.6,7,1,55,65,5.59,18.0,4.2801238,50.8199874
snack-saint-guidon-2012,00ROOQ11,Snack Saint-Guidon 2012,Cours St Guidon 2,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",3.7,23,1,50,60,5.59,18.0,4.3061951,50.8349281
sushic,0315PQ5N,Sushic,Avenue de Itterbeek 85,Bruxelles-Capitale,1,1,"['bancontact', 'paypal', 'creditcard']",4.5,466,0,40,65,3.5,35.0,4.2947917,50.8358321
snack-dems,03N05311,Snack Dem's,Chaussée de Mons 883,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.8,175,1,60,70,5.59,18.0,4.3016666,50.8278274
la-zone-100,057570N1,La Zone 100,Rue Piers 83,Molenbeek-Saint-Jean,1,0,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,194,0,40,65,0.0,45.0,4.3369131,50.8583283
la-friterie-red,0P103P11,La Friterie Red,Rue Alexandre Pierrard 1,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.1,536,1,55,65,5.59,18.0,4.2932346,50.8212319
o-bon-coin,0Q153O7N,O Bon Coin,Rue de l'Indépendance 33,Molenbeek,1,1,"['bancontact', 'paypal', 'creditcard']",3.7,96,0,40,65,5.0,50.0,4.3319583,50.8511515
fubao-uccle,0Q31R711,Fubao,Chaussee d'Alsemberg 758,Uccle,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,540,0,50,75,6.0,50.0,4.3366973,50.800641
bagel-jackson-anderlecht,0Q3RQ311,Bagel Jackson,Rue de la Procession 2A,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.1,170,1,55,65,5.59,18.0,4.3064679,50.8338158
au-grain,0QQNR55N,Au Grain,Boulevard Sylvain Dupuis 397,Anderlecht,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,60,70,5.59,18.0,4.2878051,50.8377747
al-baron,0R173Q11,Al Baron,Place de le Vaillance 30,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.0,63,1,50,60,5.59,18.0,4.3061998,50.8353932
dominos-pizza-asse,0RP7N0N1,Domino's Pizza,Steenweg 16,Asse,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.5,712,0,50,75,1.5,30.0,4.1985273,50.910885
les-mysteres-du-cygne,3037PQ7N,Les Mystères du Cygne,Rond-Point du Meir 10,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,5.59,18.0,4.3023348,50.8332173
thai-bangkok,330O5,Thai Bangkok,Boulevard Emile Jacqmain 54,Bruxelles,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.7,782,0,60,85,3.0,50.0,4.3534405,50.8532936
samys-coffee,35Q3QR7N,Samy's Coffee,Route de Lennik 311,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.7,12,1,35,45,3.84,15.0,4.2849871,50.8196768
la-storia-anderlecht,37P7QQ7N,La Storia,Rue Saint-Guidon 120,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.3,27,1,60,70,5.59,18.0,4.3003921,50.8357634
delices-de-beirout,37Q70Q7N,Délices de Beirout,Chaussée de Ninove 409,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.9,5,1,50,60,5.59,18.0,4.3096052,50.8479496
pizza-hut-delivery-dilbeek,37RRQ,Pizza Hut Delivery,Kaudenaardestraat 2,Dilbeek,1,0,"['bancontact', 'paypal', 'creditcard']",4.2,429,0,15,40,1.99,15.0,4.2694325,50.8442687
kebab-bizet,3N5NOQ7N,Kebab Bizet,Place Bizet 57,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",3.8,14,1,55,65,5.59,18.0,4.2987251,50.8254856
la-cucina-anderlecht,3N5QRR7N,La Cucina,Rue Lieutenant Liedel 91,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.4,66,1,50,60,5.59,18.0,4.3024458,50.8321029
traiteur-sandro,3NP1RR7N,Traiteur Sandro,Rue Erasme 49,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,5.59,18.0,4.3072242,50.8381842
pizzeria-papino-1,3O53577N,Pizzeria Papino,Ninoofsesteenweg 356b,Dilbeek,1,1,"['bancontact', 'paypal', 'creditcard']",4.6,55,0,20,45,0.0,35.0,4.2602085,50.8435409
so-sushi-dilbeek,3PPO3Q7N,So Sushi,Brusselsestraat 328,Groot-Bijgaarden,1,1,"['bancontact', 'paypal', 'creditcard']",3.7,34,0,55,80,3.0,25.0,4.2573581,50.8707578
obizet,3QP3Q57N,O'Bizet,Place Bizet 59,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.6,3,1,55,65,5.59,18.0,4.2986918,50.8255125
pizza-king-family,3QR7Q1,Pizza King Family,Chaussée De Gand 289,Koekelberg,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",4.1,2397,0,25,50,0.0,50.0,4.3283698,50.856907
kasbah-dasie,51RR3R3,Kasbah d'Asie,Rue de Veeweyde 21,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",3.7,440,1,45,55,5.59,18.0,4.3066346,50.8340799
les-larmes-du-tigre,53OQO03,Les Larmes Du Tigre,Rue De Wynants 21,Bruxelles,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.5,405,0,55,80,14.0,100.0,4.3506121,50.8355877
pizza-roma-1070,55P05R3,Pizza Roma,Rue de Formanoir 17,Anderlecht,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,4472,0,40,65,0.0,30.0,4.3079334,50.8357618
frituur-drie-koningen,N331RN7,Frituur Drie Koningen,Robert Baron de Vironlaan 172,Dilbeek,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",4.5,244,0,35,60,0.0,30.0,4.2755468,50.8451296
thai-wok-express-anspach,N3PO1NR,Thai Wok Express Toison d'or,Avenue de la toison d'or 46B,Bruxelles,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'sodexo']",3.9,1238,0,20,45,2.0,60.0,4.3566988,50.835942
plein-nr-12,N3QO0Q5,Plein Nr 12,Gemeenteplein 12,Dilbeek,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,138,0,20,45,3.0,20.0,4.2644906,50.8482448
incontro,N5R775O,Incontro,Chaussée de Mons 1181,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.4,108,1,55,65,5.59,18.0,4.2933607,50.8206596
durum-express,NO5OOPN,Durum Express,Chaussee De Ninove 523,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",3.5,39,1,50,60,5.59,18.0,4.303581,50.8475034
ollis-burgers-bar,NQ0O0R7,Olli's Burgers-Bar,Itterbeeksebaan 221,Dilbeek,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,19,0,30,55,0.0,0.0,4.257136,50.8367139
youwok-anderlecht,NQ3OROR,YouWok,Boulevard Sylvain Dupuis 433,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.4,133,1,60,70,5.59,18.0,4.2870944,50.8387823
house-food,O00RNP7N,House Food,Rue Wayez 172,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.6,29,1,55,65,5.59,18.0,4.3092514,50.8351069
guler-pide-kebab,O051N55N,Güler Pide & Kebab,Rue Wayez 143,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",3.9,82,1,45,55,5.59,18.0,4.3097825,50.8354833
bazi-boulangerie,O0PQ11QN,Bazi Boulangerie,Rue de Veeweyde 17,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.3,10,1,45,55,5.59,18.0,4.30667,50.834183
hawaiian-poke-bowl-westland-shopping,O1N5NQPN,Hawaiian Poké Bowl,Boulevard Sylvain Dupuis 433,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.7,81,1,55,65,5.59,18.0,4.2870944,50.8387823
street-wok,O1OR7N7N,Street Wok,Avenue Wilemans Ceuppens 122,Forest,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.5,327,0,30,55,0.0,20.0,0.0,0.0
bbq-royal-anderlecht-1,O1Q370QN,Bbq Royal,Rue Veeweyde 2,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.4,19,1,40,50,5.59,18.0,4.3073015,50.83482
asian-food,O3O13RP,Asian Food,Chaussée d'Alsemberg 756,Uccle,1,1,"['bancontact', 'paypal', 'creditcard']",4.2,327,0,45,70,6.0,50.0,4.3366998,50.8006947
le-chapeau-blanc-associes,O3Q0O011,Le Chapeau Blanc Anderlecht,Rue Wayez 200,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.4,12,1,50,60,5.59,18.0,4.3077872,50.8348658
we-wok,O57Q77R1,We Wok,Chaussée de Ninove 123,Molenbeek-Saint-Jean,1,1,"['bancontact', 'paypal', 'creditcard']",4.4,841,0,30,55,0.0,30.0,4.3280281,50.8494477
sandwicherie-bb-gourmand,O713O5N1,Sandwicherie BB Gourmand,Chaussée de Mons 1193,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.4,42,1,50,60,5.59,18.0,4.2931191,50.8202843
snack-house-groot-bijgaarden,O75P5RR,Snack House,Brusselstraat 215,Grand-Bigard,1,1,"['bancontact', 'paypal', 'creditcard']",4.5,655,0,40,65,0.0,35.0,4.2639294,50.8709662
family,ON0N7RN1,Family,Rue Leopold 1er 242A,Laeken,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.4,453,0,30,55,5.0,45.0,4.3405033,50.8766627
dolce-italia-bruxelles,ON303RR,Dolce Italia,Chaussée de Ninove 375,Anderlecht,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.8,363,0,40,65,5.0,50.0,4.3110836,50.8480817
les-marseillais-berchem-sainte-agathe,ONNQN111,Les Marseillais,Rue des combattants 6,Berchem sainte Agathe,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.7,858,0,40,65,0.0,25.0,4.2953007,50.8665402
wazawok-anderlecht,OOR1OO5N,Wazawok,Drève Olympique (shopping Cora) 15,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.8,30,1,50,60,5.59,18.0,4.2807279,50.819394
marinah,OOR70OPN,Marinah,Cours Saint Guidon 6,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.9,10,1,45,55,5.59,18.0,4.305918,50.8349879
la-pizzetta-1,OPQ7RRPN,La Pizzetta,Rue la Procession 126,Anderlecht,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.3,499,0,20,45,0.0,30.0,4.3035919,50.8348761
steakhouse-prince-de-liege-1070,OQ7OPQPN,Steakhouse Prince de Liège,Chaussée de Ninove 664,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",2.7,11,1,55,65,3.84,15.0,4.2993289,50.8467586
la-fermette-anderlecht,OQN553N1,La Fermette,Rue Polydore Moerman 1,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.2,292,1,45,55,5.59,18.0,4.2991263,50.8363084
total-anderlecht-ceria,OQOQ37PN,TotalEnergies,Bergensesteenweg 1253,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",3.5,11,1,50,60,3.84,15.0,4.2920699,50.8187593
orient-kitchen-1080-1,OR055Q5,Orient Kitchen,Chaussée de Gand 558,Molenbeek-Saint-Jean,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.0,3480,0,40,65,0.0,25.0,4.3125276,50.8586546
le-belle-vue,Q00O015,Le Belle Vue,Avenue Paul Janson 2,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",4.4,42,1,45,55,5.59,18.0,4.306837,50.8347086
dominos-pizza-anderlecht,Q0775P3,Domino's Pizza,place Bizet 5,Anderlecht,1,1,"['bancontact', 'cash', 'paypal', 'creditcard', 'creditcardAtHome', 'bancontactAtHome', 'sodexo']",4.3,607,0,25,50,0.0,30.0,4.2971408,50.8247033
fritibel,QN1RP73,FritiBel,Chaussée de Mons 1079,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.5,48,1,40,50,5.59,18.0,4.2957066,50.8239036
mobs-drinks-food,QNNNN7QN,Mob's Drinks & Food,Brusselstraat 207,Groot-Bijgaarden,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,0,25,35,2.5,35.0,4.2648025,50.8710135
snack-4-you,QP0RP73,Snack 4 You,Chaussée de Mons 1075,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",3.5,4,1,45,55,5.59,18.0,4.2958255,50.8240914
snack-mirvan,QR00OR3,Snack Mirvan,Rue Wayez 173,Bruxelles,0,1,"['bancontact', 'paypal', 'creditcard']",3.7,494,1,50,60,5.59,18.0,4.3084661,50.8352676
bi-food,QR1ON33,Monster Buns,Chaussée de Ninove 987,Molenbeek,0,1,"['bancontact', 'paypal', 'creditcard']",4.2,23,1,55,65,3.84,15.0,4.291437,50.8464707
les-vignes-du-liban,QRNN015,Les Vignes Du Liban,rue Haute 152,Bruxelles,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.9,159,0,65,90,0.0,40.0,4.3504918,50.8386921
la-maison-du-kebab-anderlecht,R01ROPQN,La Maison du Kebab,Rue de la Procession 147,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",3.7,3,1,45,55,5.59,18.0,4.2999718,50.8354388
zaatar-liban,R173R3QN,Zaatar Liban,Boulevard Aristide Briand 9,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.1,6,1,50,60,5.59,18.0,4.303441,50.829112
hills-donuts-anderlecht,R1NN7NQN,Hill's Donuts,Drève Olympique 15,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,55,65,5.59,18.0,4.2804621,50.8196494
cleopatra-restaurant,R5QQO1QN,Cleopatra Restaurant,Rue Wayez 157,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,55,65,5.59,18.0,4.3091843,50.8353842
patisserie-bruxelloise,RN53P1QN,Pâtisserie Bruxelloise,Avenue Paul Janson 10,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,5.59,18.0,4.3064529,50.8346445
chicken-crunch,RO70NOQN,Chicken Crunch,Route de Lennik 289,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.8,15,1,60,70,3.84,15.0,4.2855443,50.8190111
friterie-de-linde,ROP53NQN,Snack de Linde,Place de Linde 11,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",3.2,7,1,50,60,5.59,18.0,4.3001559,50.8360019
snack-lems,ROPO51QN,Snack Lems,Chaussée de Mons 1100,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",4.7,4,1,45,55,5.59,18.0,4.2943516,50.821392
mobs-grill-halal,RP5R3PQN,Mob's Grill (Halal),Brusselstraat 205,Groot-Bijgaarden,1,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,0,25,35,2.5,35.0,4.2649549,50.8709695
le-zino,RPPRRNQN,Le Zino,Rue Jules Broeren 3,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,1,50,60,5.59,18.0,4.3106946,50.8389382
pizzeria-dalessio-3,RQNNQPQN,Pizzeria d'Alessio,Chaussée de Forest 121,Bruxelles,1,0,"['bancontact', 'cash', 'paypal', 'creditcard']",0.0,0,0,65,90,0.0,18.0,4.3389727,50.8291925
best-grill-1070,RR57QPQN,Best Grill,Place de linde 18,Anderlecht,0,1,"['bancontact', 'paypal', 'creditcard']",3.4,3,1,60,70,5.59,18.0,4.2999137,50.8355777
food-trip,RRP1N5QN,Food Trip,Rue des Quatre-Vents 30,Molenbeek-Saint-Jean,0,1,"['bancontact', 'paypal', 'creditcard']",0.0,0,0,25,35,8.0,0.0,4.3343965,50.8547389
le-palais-dasie-comines,317QRQ7N,Le Palais d'Asie,Rue du Fort 9,Comines,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,100,0,25,50,3.0,30.0,3.0041522,50.7661796
man-wah-hamont,OO5QNQPN,Man Wah,Stationsstraat 2,Hamont,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.5,66,0,45,70,0.0,65.0,5.5434036,51.2490682
yammyou-sushi,OQ37507N,YammYou Sushi,Stationsstraat 9,Neerpelt,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,309,0,40,65,5.0,50.0,5.4351611,51.2279483
liman,05330P5N,Liman Grill House,Onderwijslaan 76,Genk,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.6,291,0,25,50,5.0,30.0,5.512514,50.998704
eetcafe-parga,0RR7OP5N,Eetcafe Parga,Hoevenzavallaan 43,Genk,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.9,106,0,15,40,5.0,40.0,5.5068246,51.0004541
ekoshop-foodstation,37PRQR7N,Ekoshop & Foodstation,Hoevezavellaan 77,Genk,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,38,0,20,45,1.5,30.0,5.5074698,51.0016905
euro-kebab,3R0O0N,Euro Kebab-Pizza,Weg naar Zwartberg 430,Opglabbeek,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.5,250,0,15,40,0.0,25.0,5.5321544,51.027906
floryakebab,NN73OQ7,Florya Kebab & Pizzeria,Weg naar Zwartberg 153,Houthalen-Helchteren,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.3,829,0,40,65,0.0,20.0,5.4752219,51.019872
the-burgery-genk,OOPOQON1,The Burgery,Grotestraat 3,Genk,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.7,922,0,20,45,5.0,80.0,5.4978881,50.9633208
pink-pizza-genk,OQ1P1QPN,Pink Pizza Genk,Stalenstraat 27,Genk,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.9,688,0,15,40,5.0,50.0,5.5223881,50.9964093
mediterranean-fish-restaurant,RRNORNQN,Mediterranean Fish Restaurant,Hoevenzavellaan 32,Genk,0,1,"['bancontact', 'paypal', 'creditcard']",1.8,8,0,75,100,0.0,25.0,5.508056,51.0008456
yummy-burger-roeselare,0005737N,Yummy Burger,Leenstraat 4A,Roeselare,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.8,292,0,20,45,4.0,30.0,3.1274829,50.9445866
pretzel-king,05N01511,Pretzel King,Sint Amandsstraat 3,Roeselare,0,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.5,140,0,25,50,9.0,25.0,3.122127,50.9480685
pizzamaa,3P30O71,Pizza Maa,Salinusstraat 14,Moorsele,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.2,1284,0,40,65,2.0,14.5,3.1644583,50.8399951
pizzaco,O1N3PO5N,Pizza&Co,Rue de Lille 5,Halluin,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",4.1,136,0,35,60,3.0,30.0,3.1251744,50.7805606
pizza-pita-kings,O1Q03N7N,Pizza Pita King's,Iepersestraat 2,Moorslede,0,1,"['bancontact', 'paypal', 'creditcard']",3.8,101,0,25,50,3.0,20.0,3.0602099,50.8902312
ali-baba-et-les-40-saveurs,O75577R1,Ali Baba et Les 40 Saveurs,Rue de La Lys 5B,Halluin,1,1,"['bancontact', 'paypal', 'creditcard']",4.5,283,0,20,45,2.0,35.0,3.1251744,50.7805606
pita-ela,ON5PN131,Pita & Pizza Ela,Gullegemsestraat 50,Sint-Eloois-Winkel,1,1,"['bancontact', 'paypal', 'creditcard']",4.4,240,0,20,45,0.0,25.0,3.1824152,50.8728694
pizza-aversa-roeselare,OPO11RPN,Pizza Aversa,Zuidstraat 40,Roeselare,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.9,240,0,30,55,2.99,34.95,3.1243796,50.9425078
pizza-italia-vat-change,OQ77RQ5,Pizza Italia,Rijselstraat 47,Roeselare,1,1,"['bancontact', 'paypal', 'creditcard', 'sodexo']",4.0,1001,0,50,75,0.0,40.0,3.1220953,50.9400783
al-maestro,R53303QN,Al Maestro,Rue de lille 38,Halluin,1,1,"['bancontact', 'cash', 'paypal', 'creditcard']",3.4,16,0,50,75,0.0,30.0,3.1264966,50.784637
melita-moorslede,RQ0075QN,Melita,Dadizeelsestraat 29,Moorslede,1,1,"['bancontact', 'paypal', 'creditcard']",4.7,17,0,30,55,2.0,50.0,3.0607631,50.890503
